Campaign,Time,Operating mode,State,Cooler current [A],Header pressure [bar],Feed speed [rpm],Outlet valve position [%],Line 2 density [kg/m3],Mixer density [kg/m3],Mixer analyser [mg/l],Cooler speed [rpm],Tank density [kg/m3],Pump current [A],Total speed [rpm],Tank counter [pcs],Mixer speed [rpm],Mixer valve position [%],Reactor temperature [°C]
16,1782950300,run,normal,8228.56,1.49874,-8.5384,58,185.892,47.3664,5.40437,-0.0983241,14.5432,-0.230267,93.8889,102.5,14.9782,20.9,108.421
16,1782950320,run,normal,8158.48,1.53675,-49.6718,58,184.941,47.0453,5.40437,-0.0911322,14.2771,-0.282649,92.8453,105,15.0287,20.9,107.113
16,1782950340,run,normal,8081.59,1.52195,-111.48,58,186.216,46.019,5.40437,-0.00694742,14.4326,-0.271418,89.6967,102.5,15.21,20.9,104.147
16,1782950363,run,normal,8105.07,1.56745,-95.3758,58,191.124,46.6123,5.40437,-0.0209121,14.422,-0.296192,90.2748,97.5,15.5687,20.9,104.658
16,1782950386,run,normal,8165.64,1.52801,-100.53,58,182.652,46.0251,5.40437,-0.019697,14.5559,-0.269399,86.0526,102.5,15.6979,20.9,100.613
16,1782950406,run,normal,8076.67,1.53483,70.4901,58,182.533,45.8875,5.40437,0.0807688,14.4153,-0.300553,81.6826,105,15.5991,20.9,96.0847
16,1782950426,run,normal,8288.88,1.53202,58.9962,58,172.009,46.1468,5.40437,-0.0122084,14.6179,-0.307638,87.1962,102.5,14.8962,20.9,101.792
16,1782950449,run,normal,8136.42,1.52233,111.147,58,171.741,45.2519,5.40437,0.0209474,14.5167,-0.264136,86.5692,102.5,15.2653,20.9,101.055
16,1782950469,run,normal,8228.47,1.49942,-11.4038,58,174.01,45.2296,5.40437,0.01371,14.7457,-0.267441,86.8668,102.5,14.5262,20.9,101.62
16,1782950486,run,normal,8199.02,1.50203,-21.5412,58,171.038,45.0211,5.40437,-0.0231552,15.0583,-0.27471,87.7688,105,15.3512,20.9,102.831
16,1782950507,run,normal,8157.93,1.48982,-38.03,58,170.896,44.3899,5.71141,0.0141009,14.7869,-0.257972,87.5947,105,14.7044,20.9,102.387
16,1782950530,run,normal,8267.13,1.48363,-40.7655,58,170.463,43.8259,5.71141,-0.0204648,14.8627,-0.235277,87.1018,105,14.8215,20.9,101.958
16,1782950548,run,normal,8292.6,1.49003,62.2912,58,164.974,43.2063,5.71141,0.048603,14.6623,-0.207985,83.3191,107.5,15.2362,20.9,97.9664
16,1782950571,run,normal,8157.15,1.46374,32.4287,58,168.502,44.7456,5.71141,0.0555376,14.2802,-0.196837,81.8821,107.5,15.2681,20.9,96.1657
16,1782950595,run,normal,8297.68,1.48572,128.529,58,177.57,45.0357,5.71141,0.0640258,14.9173,-0.188361,80.6827,107.5,15.0703,20.9,95.5909
16,1782950614,run,normal,8153.38,1.52223,222.774,58,172.193,46.13,5.71141,0.0386173,14.6293,-0.170331,84.7157,105,15.5538,20.9,99.3333
16,1782950631,run,normal,7941.66,1.51456,103.934,58,169.29,44.8804,5.71141,-0.044664,14.6395,-0.180693,90.2101,105,14.7408,20.9,104.854
16,1782950646,run,normal,7965.24,1.54009,51.2655,58,170.024,44.5592,5.71141,-0.0425002,14.6375,-0.163616,90.1141,105,15.2523,20.9,104.738
16,1782950669,run,normal,8002.98,1.53875,18.3372,58,161.822,44.2003,5.71141,-0.000964815,14.3183,-0.142307,86.3327,105,15.7438,20.9,100.628
16,1782950691,run,normal,8108.7,1.53673,34.1219,58,171.825,43.6889,5.71141,0.0496532,14.1487,-0.184405,83.5309,105,16.3153,20.9,97.7113
16,1782950711,run,normal,8070.38,1.55497,46.5385,58,161.775,43.7358,5.71141,0.0475589,14.2604,-0.235287,84.2439,105,15.6772,20.9,98.5191
16,1782950731,run,normal,7893.1,1.57924,-42.5074,58,156.693,44.1313,5.58678,0.110939,14.1519,-0.220152,76.7067,105,15.5663,31.3,90.8647
16,1782950750,run,normal,7806.2,1.57896,-41.1136,58,153.24,43.9013,5.58678,0.137319,14.6171,-0.178835,75.7548,107.5,15.2942,31.3,90.3542
16,1782950769,run,normal,7942.8,1.56563,-179.052,58,154.797,42.9132,5.58678,0.125044,14.246,-0.162988,78.1545,105,16.2943,31.3,92.4192
16,1782950793,run,normal,7789.95,1.56347,-117.274,58,153.902,43.4133,5.58678,0.111802,14.4864,-0.0985257,76.4553,105,16.1539,31.3,90.9548
16,1782950813,run,normal,7852.67,1.53766,-283.644,58,149.944,44.0946,5.58678,0.127926,14.9336,-0.105942,77.0442,105,15.9129,31.3,91.9422
16,1782950834,run,normal,7944.29,1.50749,-331.723,58,144.732,42.2197,5.58678,0.074759,15.0192,-0.133323,80.41,110,16.2869,31.3,95.4235
16,1782950849,run,normal,7990.62,1.46147,-147.625,58,151.183,42.1998,5.58678,0.127113,15.1814,-0.153222,78.8314,105,16.2815,31.3,94.0032
16,1782950871,run,normal,8007.8,1.4915,-186.596,58,147.734,42.5897,5.58678,0.025591,15.067,-0.0972118,86.2158,110,15.7104,31.3,101.287
16,1782950892,run,normal,7954.29,1.46386,-185.693,58,144.438,42.7005,5.58678,0.102362,14.394,-0.091805,80.7403,105,15.6508,31.3,95.1238
16,1782950912,run,normal,7899.13,1.48566,-101.121,58,154.591,43.3273,5.58678,-0.00368938,14.4312,-0.0909961,87.2369,107.5,16.1382,31.3,101.678
16,1782950930,run,normal,7975.63,1.53891,-200.427,58,153.192,43.3982,5.58678,-0.0272433,14.2016,-0.0308985,88.6271,107.5,16.6434,31.3,102.835
16,1782950949,run,normal,7791.34,1.54538,-103.037,58,163.027,42.6136,6.04916,-0.0928854,14.4399,-0.027277,93.4769,107.5,16.8664,31.3,107.889
16,1782950969,run,normal,7952.67,1.5549,-239.7,58,160.33,43.1164,6.04916,-0.120919,14.4131,-0.0231529,96.7049,107.5,15.9379,31.3,111.148
16,1782950988,run,normal,8048.56,1.517,-172.942,58,141.481,44.5064,6.04916,-0.104359,14.3886,-0.0776383,93.5627,105,16.5268,31.3,107.991
16,1782951005,run,normal,8146.67,1.54838,-86.3525,58,139.258,43.5443,6.04916,-0.0654462,14.1715,-0.0734016,92.4231,105,15.7618,31.3,106.59
16,1782951028,run,normal,8112.88,1.52899,-12.8157,58,141.236,45.1266,6.04916,-0.0439312,14.1367,-0.0504775,91.2104,105,15.0152,31.3,105.334
16,1782951041,run,normal,8193.59,1.57549,61.665,58,155.773,44.0905,6.04916,0.0773686,14.0427,-0.0482076,83.1869,105,14.6784,31.3,97.2425
16,1782951069,run,normal,7978.15,1.59385,39.206,58,162.001,45.4233,6.04916,0.00665687,13.9689,-0.0912157,88.2026,107.5,14.7962,31.3,102.173
16,1782951089,run,normal,7985.73,1.557,-125.761,58,159.743,44.7286,6.04916,0.0410026,14.0231,-0.110717,83.8142,105,14.7112,31.3,97.8353
16,1782951117,run,normal,7987.7,1.58378,-104.665,58,148.08,44.0575,6.04916,-0.0308313,13.9729,-0.130364,91.1905,102.5,15.5722,31.3,105.19
16,1782951135,run,normal,7895.04,1.59321,-114.667,58,152.27,43.5985,6.04916,-0.0773506,13.9708,-0.148056,92.4662,105,15.0978,31.3,106.444
16,1782951159,run,normal,7782.47,1.58475,-52.4631,58,152.255,43.7139,6.04916,-0.0159241,14.0681,-0.157496,90.5664,107.5,14.9268,31.3,104.64
16,1782951178,run,normal,7861.72,1.5952,-66.0421,58,142.065,43.8985,5.88413,-0.0431908,14.4109,-0.162189,89.9314,107.5,15.3733,31.3,104.329
16,1782951201,run,normal,7930.92,1.57858,-19.4354,58,141.167,43.264,5.88413,0.0151379,13.8993,-0.148172,84.0678,105,15.383,31.3,97.9885
16,1782951227,run,normal,7809.92,1.55048,-49.012,58,143.7,43.9624,5.88413,0.0132376,13.9368,-0.108995,87.2506,105,15.534,31.3,101.183
16,1782951251,run,normal,7968.35,1.59812,-69.0987,58,143.617,43.3949,5.88413,-0.0679704,14.0153,-0.142494,92.7489,102.5,15.3467,31.3,106.759
16,1782951274,run,normal,7946.89,1.61295,72.2745,58,141.303,43.0371,5.88413,-0.0682375,13.5178,-0.126928,93.2651,107.5,15.9803,31.3,106.783
16,1782951291,run,normal,7993.19,1.60718,184.285,58,151.117,42.2692,5.88413,-0.0529026,13.6489,-0.135259,93.6468,105,15.439,31.3,107.281
16,1782951313,run,normal,7935.1,1.63133,237.101,58,140.245,43.4593,5.88413,-0.00624389,14.0277,-0.107076,87.6218,107.5,15.2958,31.3,101.657
16,1782951333,run,normal,7916.22,1.60974,200.08,58,134.17,43.6983,5.88413,0.0143192,13.8665,-0.100129,86.1523,107.5,14.7172,31.3,100.056
16,1782951346,run,normal,7906.54,1.61171,62.7524,58,126.924,43.097,5.88413,0.0138301,13.771,-0.0914917,86.0844,107.5,15.0795,31.3,99.842
16,1782951368,run,normal,8031.88,1.60278,-27.3207,58,122.974,43.7209,5.88413,-0.0226679,14.1082,-0.0808883,88.3288,105,15.3652,31.3,102.43
16,1782951385,run,normal,8017.5,1.59154,-50.0369,58,133.876,43.9586,5.88413,0.0462448,14.279,-0.0725229,84.0016,107.5,15.2266,31.3,98.2681
16,1782951406,run,normal,8044.72,1.5758,99.2744,58,135.259,43.539,5.10323,0.117538,14.5045,-0.0714262,79.1633,107.5,14.9031,31.3,93.6691
16,1782951422,run,normal,8115.9,1.56031,108.202,58,130.717,43.0634,5.10323,0.139315,14.3498,-0.10831,77.156,105,14.6197,31.3,91.4821
16,1782951439,run,normal,8157.42,1.53584,89.4226,51.3,136.823,43.1747,5.10323,0.144013,14.2086,-0.0840797,74.0471,107.5,14.4401,31.3,88.2839
16,1782951462,run,normal,8197.48,1.51806,62.9145,51.3,145.886,43.4461,5.10323,0.124176,14.1225,-0.0884199,77.2722,107.5,14.4069,31.3,91.396
16,1782951480,run,normal,8198.61,1.5327,70.3125,51.3,142.687,44.5077,5.10323,0.104972,14.2487,-0.110891,79.609,105,14.5903,31.3,93.8457
16,1782951503,run,normal,8050.34,1.53621,39.8584,51.3,152.499,44.4475,5.10323,0.00818641,14.4114,-0.100342,85.6152,105,14.6264,31.3,100.026
16,1782951523,run,normal,8120.03,1.52393,-66.3407,51.3,147.245,44.6442,5.10323,-0.055536,14.1335,-0.0574,91.6252,102.5,14.3482,31.3,105.75
16,1782951546,run,normal,8271.18,1.51857,74.2378,51.3,153.947,42.6309,5.10323,0.0317857,14.358,-0.101066,84.5769,102.5,15.1427,31.3,98.9371
16,1782951570,run,normal,8181.85,1.54446,240.716,51.3,151.209,43.691,5.10323,0.0336925,14.3435,-0.0738355,84.394,102.5,14.6884,31.3,98.7396
16,1782951586,run,normal,8097.36,1.49779,264.284,51.3,152.807,43.6843,5.10323,0.0141436,14.877,-0.122101,83.8561,107.5,14.0096,31.3,98.733
16,1782951608,run,normal,7997.31,1.47224,218.094,51.3,153.415,43.7253,5.10323,0.00744289,14.5452,-0.140145,86.1427,107.5,14.4547,31.3,100.703
16,1782951627,run,normal,8189.26,1.43836,165.362,51.3,140.969,43.9144,5.13931,0.0192177,14.3527,-0.117625,85.641,105,14.652,31.3,99.9663
16,1782951648,run,normal,8343.41,1.514,229.447,51.3,150.683,43.0811,5.13931,-0.0167232,14.3398,-0.104132,88.0835,105,15.2069,31.3,102.422
16,1782951667,run,normal,8262.36,1.52792,267.214,51.3,157.768,44.431,5.13931,-0.0331029,14.1527,-0.10192,89.8703,105,14.6291,31.3,104.03
16,1782951681,run,normal,8232.4,1.49992,228.452,51.3,158.629,43.8883,5.13931,0.0423628,13.8106,-0.0890096,84.2553,105,14.4623,31.3,98.0533
16,1782951698,run,normal,8304.75,1.5127,139.576,51.3,155.326,44.6078,5.13931,0.0700159,14.0436,-0.116281,81.2337,105,14.3627,31.3,95.2964
16,1782951718,run,normal,8252.31,1.56282,268.846,51.3,156.462,44.8425,5.13931,0.150095,14.0398,-0.0950598,75.2543,105,14.4836,31.3,89.3097
16,1782951738,run,normal,8076.26,1.56494,228.785,51.3,157.617,44.0635,5.13931,0.133134,13.7979,-0.109678,75.1827,105,14.1444,31.3,88.9704
16,1782951761,run,normal,8172.84,1.55623,138.094,51.3,155.469,42.5717,5.13931,0.137485,13.6368,-0.113789,77.6458,107.5,14.2593,31.3,91.2903
16,1782951781,run,normal,8204.61,1.58953,71.3469,51.3,144.337,43.2567,5.13931,0.159728,14.0047,-0.137647,74.8342,105,14.5855,31.3,88.8283
16,1782951800,run,normal,8151.1,1.59251,197.378,51.3,144.372,42.6821,5.13931,0.157107,13.9724,-0.134677,75.3197,105,14.3863,31.3,89.2963
16,1782951813,run,normal,8107.02,1.55568,252.174,51.3,141.162,43.3037,5.13931,0.0940843,13.5831,-0.132319,80.6657,105,13.9763,31.3,94.2599
16,1782951839,run,normal,8096.18,1.53067,106.614,51.3,136.114,43.92,4.84066,0.0818191,13.7491,-0.11683,82.3046,105,14.0845,39,96.0671
16,1782951856,run,normal,7909.23,1.57815,213.479,51.3,127.387,43.4008,4.84066,0.126594,13.6428,-0.0777761,77.7349,102.5,14.4695,39,91.3824
16,1782951877,run,normal,7968.61,1.55929,11.6335,51.3,138.97,42.4247,4.84066,0.122443,13.4025,-0.094469,79.5832,107.5,14.5856,39,92.983
16,1782951902,run,normal,8032.53,1.58993,119.016,51.3,144.436,41.6333,4.84066,0.0811843,13.8647,-0.045043,81.4772,107.5,15.1816,39,95.3521
16,1782951921,run,normal,7968.51,1.59172,151.274,51.3,131.118,41.9026,4.84066,0.00290436,13.9766,-0.0839783,85.9616,105,14.929,39,99.9145
16,1782951943,run,normal,8010.12,1.56203,93.2213,51.3,128.284,41.7048,4.84066,0.0562389,13.7442,-0.0972534,83.2899,105,14.381,39,97.0258
16,1782951963,run,normal,8019.09,1.54823,212.434,51.3,118.128,41.8773,4.84066,0.130657,13.7135,-0.078213,79.7828,107.5,14.5978,39,93.4877
16,1782951981,run,normal,7862.7,1.57065,127.367,51.3,126.033,42.1117,4.84066,0.0850456,13.7111,-0.00296435,83.014,105,14.3045,39,96.7166
16,1782952001,run,normal,7940.06,1.57543,-95.1748,51.3,133.441,42.346,4.84066,0.0938453,13.6384,0.00321321,79.6721,105,14.3461,39,93.2921
16,1782952021,run,normal,8126.1,1.55346,-11.8119,51.3,128.962,42.0701,4.84066,0.0705567,13.5077,-0.0108711,85.2062,105,15.3995,39,98.7053
16,1782952046,run,normal,7957.52,1.5988,125.858,51.3,128.775,41.7749,4.84066,0.0712639,13.1867,0.000612979,80.556,107.5,14.8981,39,93.7534
16,1782952066,run,normal,8141.46,1.62442,-20.0324,51.3,132.528,41.3543,4.31267,0.0624106,13.1579,0.00486222,83.8089,107.5,14.0708,39,96.9512
16,1782952089,run,normal,8100.98,1.63338,-32.5218,51.3,128.866,42.1425,4.31267,0.037278,12.9436,0.00221086,85.0746,110,15.0844,39,98.015
16,1782952108,run,normal,8068.5,1.61887,59.1566,51.3,110.95,42.1103,4.31267,0.114801,12.7773,-0.0271101,80.5243,105,13.9844,39,93.3185
16,1782952128,run,normal,8142.78,1.63863,156.841,51.3,109.276,41.7093,4.31267,0.0600696,12.8678,-0.0122081,84.6816,107.5,13.8816,39,97.5534
16,1782952150,run,normal,8138.14,1.66495,232.551,51.3,107.339,41.6679,4.31267,-0.0369015,12.7581,0.0435543,92.0224,107.5,13.5244,39,104.769
16,1782952168,run,normal,8047.18,1.63887,287.608,51.3,108.869,41.6891,4.31267,0.0223806,12.3904,0.0521121,89.6532,107.5,13.1554,39,102.01
16,1782952190,run,normal,8094.25,1.67937,154.099,51.3,104.635,42.036,4.31267,0.0457109,12.4575,0.0246761,87.6678,105,12.8749,39,100.111
16,1782952208,run,normal,7976.99,1.73757,79.7024,51.3,96.6711,43.2539,4.31267,-0.0227741,12.3112,-0.00412807,90.2691,107.5,13.4875,39,102.597
16,1782952224,run,normal,7810.03,1.70814,116.476,51.3,98.6077,43.4624,4.31267,-0.0827179,12.0886,0.00773398,96.598,105,13.3667,39,108.688
16,1782952240,run,normal,7855.96,1.72372,42.8322,51.3,97.6441,43.7945,4.31267,-0.0316358,12.3752,0.0284537,93.9747,102.5,13.2047,39,106.342
16,1782952260,run,normal,7707.34,1.76067,29.1218,51.3,93.3329,43.4121,4.31267,-0.00718438,12.3459,0.0239107,89.0453,105,13.6873,39,101.398
16,1782952273,run,normal,7595.88,1.74284,119.191,51.3,99.7234,44.1614,5.32781,0.0204545,12.2611,-0.0150341,85.2129,105,13.7885,39,97.4685
16,1782952292,run,normal,7675.74,1.71136,40.5698,51.3,100.925,44.2782,5.32781,0.0223775,12.0847,-0.0586367,85.5848,105,14.0479,39,97.6755
16,1782952310,run,normal,7869.26,1.73411,147.341,51.3,85.3816,44.6473,5.32781,0.0172868,12.7779,-0.0528789,89.816,102.5,14.6964,39,102.595
16,1782952329,run,normal,7851.25,1.74109,218.992,51.3,98.7689,44.2829,5.32781,-0.0463034,12.5549,-0.0897176,93.2053,105,14.296,39,105.73
16,1782952349,run,normal,7790.57,1.70318,337.773,51.3,103.699,44.2104,5.32781,-0.0732986,12.5102,-0.048082,94.2662,105,13.5912,39,106.802
16,1782952372,run,normal,7843.89,1.69181,283.193,51.3,100.637,44.6591,5.32781,-0.0346332,12.8454,-0.0940154,93.9955,102.5,13.5143,39,106.835
16,1782952393,run,normal,7936.44,1.66674,216.686,51.3,107.501,45.0887,5.32781,-0.0942019,12.8128,-0.0937105,95.6468,102.5,13.8054,39,108.488
16,1782952412,run,normal,7957.26,1.67145,282.122,51.3,111.341,44.5447,5.32781,-0.0219122,12.8474,-0.113848,88.9008,105,14.1364,39,101.783
16,1782952434,run,normal,7943.38,1.68407,260.141,51.3,109.644,44.1372,5.32781,-0.0330638,12.5806,-0.129695,89.4075,105,13.5192,39,101.99
16,1782952452,run,normal,8026.3,1.67094,187.469,51.3,115.937,44.7443,5.32781,0.0471323,12.5154,-0.0987742,84.8798,102.5,13.6907,39,
16,1782952473,run,normal,8064.5,1.69074,275.395,51.3,115.554,44.1213,5.32781,0.0568399,12.315,-0.123114,85.9534,105,13.5628,39,98.2535
16,1782952492,run,normal,7940.99,1.68797,96.5308,51.3,119.959,45.3236,4.70136,0.151934,12.2465,-0.118204,78.1538,102.5,13.3549,39,90.3932
16,1782952514,run,normal,7843.18,1.72477,111.59,51.3,120.659,45.358,4.70136,0.133057,12.8461,-0.129867,77.3188,102.5,13.4864,39,90.1467
16,1782952533,run,normal,7773.84,1.71631,-10.0735,51.3,115.526,45.7084,4.70136,0.0913062,12.4649,-0.096377,81.1713,102.5,13.5801,39,93.6133
16,1782952553,run,normal,7799.14,1.66741,-25.4783,51.3,120.9,45.0452,4.70136,0.0707725,12.866,-0.119635,81.1355,102.5,13.8575,39,93.9947
16,1782952568,run,normal,7943.73,1.67695,74.9018,51.3,112.904,45.8168,4.70136,0.0895237,12.829,-0.13204,82.8908,102.5,13.7798,39,95.7025
16,1782952585,run,normal,7920.35,1.64524,57.9009,51.3,108.442,45.9163,4.70136,0.0277126,12.8641,-0.183987,86.2911,102.5,13.9312,39,99.1707
16,1782952604,run,normal,8079.77,1.66573,183.404,51.3,120.297,45.739,4.70136,0.0590703,13.1073,-0.128624,83.7142,102.5,13.636,39,96.8093
16,1782952629,run,normal,7865.96,1.69605,171.993,51.3,125.808,45.9486,4.70136,-0.0661626,13.1261,-0.126693,92.7902,105,13.4317,39,105.925
16,1782952650,run,normal,7850.06,1.62263,191.183,51.3,129.659,46.6888,4.70136,-0.038633,12.8639,-0.146887,91.9189,100,13.4813,39,104.79
16,1782952670,run,normal,7995.39,1.64704,177.943,51.3,126.367,46.1831,4.70136,-0.0721136,13.4443,-0.179841,96.1583,102.5,14.2474,39,109.607
16,1782952686,run,normal,8019.24,1.66514,172.886,51.3,126.252,45.9449,4.70136,-0.119209,13.1486,-0.188574,97.1308,100,14.202,39,110.319
16,1782952709,run,normal,8139.03,1.62555,113.493,51.3,142.078,44.5766,5.11307,-0.0225015,13.0851,-0.165092,89.1559,102.5,14.0463,39,102.248
16,1782952732,run,normal,8198.49,1.63924,207.387,51.3,138.037,45.202,5.11307,-0.0390337,13.4887,-0.163524,91.8366,102.5,13.7589,39,105.334
16,1782952745,run,normal,8187.57,1.63297,187.553,51.3,130.314,45.8327,5.11307,0.0169462,13.1863,-0.196021,87.8412,105,12.9585,39,101.029
16,1782952767,run,normal,8065.23,1.63924,198.059,51.3,137.973,46.0217,5.11307,0.0293643,12.723,-0.17847,87.486,100,13.2087,39,100.209
16,1782952788,run,normal,8069.99,1.65178,135.142,51.3,140.514,48.0316,5.11307,0.0813579,12.8208,-0.16063,82.1173,102.5,13.0705,39,94.9209
16,1782952808,run,normal,8007.09,1.6564,-18.0115,51.3,139.018,45.4073,5.11307,0.0404521,12.9126,-0.151486,83.9404,100,13.4737,39,96.8615
16,1782952826,run,normal,8132.74,1.64478,-13.8747,51.3,149.852,46.6925,5.11307,0.0389409,12.3482,-0.172121,85.5545,100,13.6799,39,97.9138
16,1782952848,run,normal,8065.28,1.6659,158.634,51.3,152.028,45.6396,5.11307,-0.00955591,12.6274,-0.191473,89.2932,102.5,14.083,39,101.934
16,1782952869,run,normal,8062.31,1.67024,123.709,51.3,133.065,46.8574,5.11307,0.00795303,12.9823,-0.190277,88.4696,102.5,12.7722,39,101.439
16,1782952886,run,normal,8040.99,1.67788,149.773,21,135.613,45.6232,5.11307,0.0267873,13.256,-0.23159,88.5339,105,13.1941,39,101.787
16,1782952904,run,normal,8009.99,1.57208,210.109,21,134.141,44.7153,5.11307,0.000579475,12.5684,-0.1999,89.5958,100,13.3045,39,102.148
16,1782952923,run,normal,8044.02,1.53604,303.098,21,128.832,44.388,4.72759,-0.00862055,12.0715,-0.22409,89.5218,95,13.2023,35.7,101.581
16,1782952941,run,normal,7943.21,1.5928,274.552,21,129.251,43.7569,4.72759,-0.100035,12.2927,-0.169139,97.2857,97.5,13.41,35.7,109.57
16,1782952962,run,normal,7836.77,1.59554,158.026,21,123.853,43.5559,4.72759,-0.106086,11.8478,-0.211879,97.5981,97.5,13.2313,35.7,109.44
16,1782952982,run,normal,7646.78,1.60179,102.944,21,121.646,43.0111,4.72759,-0.0598652,12.0933,-0.178958,96.7004,97.5,13.9732,35.7,108.804
16,1782952999,run,normal,7653.21,1.63578,58.0891,21,108.519,43.2767,4.72759,-0.0771992,12.2597,-0.146044,93.6386,100,14.1408,35.7,105.893
16,1782953025,run,normal,7555.04,1.58058,38.6579,21,104.488,45.3873,4.72759,-0.0583959,12.2805,-0.100649,92.9497,97.5,14.9031,35.7,105.237
16,1782953043,run,normal,7740.27,1.59013,42.1417,21,103.985,45.6833,4.72759,0.0408869,12.1822,-0.0891219,87.5962,97.5,15.1607,35.7,
16,1782953059,boost,normal,7675.58,1.5886,79.2378,21,97.8402,44.9619,4.72759,0.0703117,12.5555,-0.0665847,82.9396,97.5,14.9299,35.7,95.4805
16,1782953083,boost,normal,7803.42,1.59191,24.7751,21,120.415,45.3803,4.72759,0.0304073,12.5585,-0.0596705,85.3813,100,14.8289,35.7,97.9538
16,1782953104,boost,normal,7719.04,1.55907,-40.3279,21,121.13,44.4313,4.72759,0.0117199,12.0328,-0.0634665,87.1933,97.5,15.0873,35.7,99.2195
16,1782953127,boost,normal,7583,1.54573,-32.3817,21,120.509,45.9548,4.72759,0.053682,12.1617,-0.156392,86.2341,100,14.5269,35.7,98.3968
16,1782953148,boost,normal,7489.8,1.58716,-17.5046,21,124.044,44.0312,5.65077,0.0320532,12.4015,-0.132309,86.0133,100,14.7916,35.7,98.408
16,1782953168,boost,normal,7479.1,1.579,-100.427,21,130.471,44.2938,5.65077,0.0827074,12.6587,-0.147692,84.2055,100,15.6276,35.7,96.8547
16,1782953184,boost,normal,7387.97,1.594,-107.706,21,123.425,44.1198,5.65077,0.0498812,12.3086,-0.149576,85.9036,100,16.4517,35.7,98.2365
16,1782953204,boost,normal,7435.54,1.55094,-82.5645,21,117.895,44.0089,5.65077,0.0396365,12.1785,-0.128316,85.2058,95,16.047,35.7,97.3813
16,1782953221,boost,normal,7384.06,1.58497,-284.288,21,117.267,45.2118,5.65077,0.0173682,12.3223,-0.149318,87.7778,97.5,16.0876,35.7,100.115
16,1782953241,boost,normal,7381.82,1.62574,-374.674,21,126.206,44.4469,5.65077,-0.0398309,12.0497,-0.108666,93.4317,100,16.4996,35.7,105.464
16,1782953262,boost,normal,7245.36,1.56502,-322.42,21,124.589,44.426,5.65077,-0.0129553,11.9812,-0.138698,92.9523,97.5,17.2864,35.7,104.934
16,1782953283,boost,normal,7296.34,1.61714,-461.666,21,114.255,43.9611,5.65077,0.0269062,11.7335,-0.150476,87.1648,97.5,16.5901,35.7,98.8858
16,1782953307,boost,normal,7294.41,1.61141,-468.727,21,109.972,43.9827,5.65077,0.0744719,11.5712,-0.1053,84.2357,95,16.9647,35.7,95.8266
16,1782953324,boost,normal,7352.19,1.67209,-558.47,21,113.58,42.8599,5.65077,0.00719916,11.597,-0.144055,86.823,97.5,17.191,35.7,98.4329
16,1782953344,boost,normal,7138.97,1.66241,-467.524,21,96.3168,43.4013,5.65077,0.0408792,11.4883,-0.15964,87.3927,100,16.7697,35.7,98.905
16,1782953362,boost,normal,7360.58,1.64359,-480.544,21,98.659,43.3584,5.67426,-0.0954221,11.5804,-0.119319,96.8212,97.5,16.4767,35.7,108.421
16,1782953382,boost,normal,7261.55,1.63799,-453.494,21,83.7905,43.4109,5.67426,-0.0971565,12.0424,-0.0745117,96.4845,100,17.259,35.7,108.549
16,1782953400,boost,normal,7412.97,1.6501,-543.53,21,93.3486,43.0583,5.67426,-0.0984852,11.9848,-0.0671919,98.8358,102.5,16.1239,35.7,110.815
16,1782953418,boost,normal,7405.68,1.60657,-446.925,21,82.9817,44.2312,5.67426,-0.161198,12.3524,-0.0605531,103.806,100,16.5625,35.7,116.145
16,1782953441,boost,normal,7475.17,1.62604,-357.793,21,84.589,41.9385,5.67426,-0.200021,12.0115,-0.0758684,106.608,100,15.935,35.7,118.583
16,1782953463,boost,normal,7537.55,1.587,-275.701,21,87.5175,42.7796,5.67426,-0.279042,12.2385,-0.0519578,110.53,102.5,15.7564,35.7,122.776
16,1782953484,boost,normal,7928.29,1.60849,-209.028,21,97.3211,43.9554,5.67426,-0.209395,12.434,-0.0645092,106.33,102.5,15.675,35.7,118.772
16,1782953504,boost,normal,7950.9,1.58139,-57.9587,21,96.0101,43.1738,5.67426,-0.177978,12.5195,-0.0448126,103.592,97.5,15.6528,35.7,116.124
16,1782953522,boost,normal,7858.83,1.57935,-6.82729,21,102.694,43.5467,5.67426,-0.220072,12.6738,-0.0577013,107.975,100,13.9577,35.7,120.66
16,1782953538,boost,normal,7849.59,1.58151,-72.5352,21,106.439,43.6212,5.67426,-0.281001,12.7682,-0.0171612,109.761,97.5,13.4693,35.7,122.534
16,1782953560,boost,normal,7807.69,1.54347,-38.1746,21,110.559,42.9712,5.67426,-0.243021,12.9894,-0.0643023,108.91,97.5,14.2488,35.7,121.872
16,1782953575,boost,normal,8098.13,1.53232,-83.198,21,117.185,42.4899,6.00883,-0.201982,12.9991,-0.0970069,105.03,100,14.0857,35.7,118.062
16,1782953593,boost,normal,8018.39,1.50511,-15.243,21,113.802,43.3876,6.00883,-0.130148,13.1799,-0.0790396,99.4693,102.5,14.4016,35.7,112.665
16,1782953613,boost,normal,7974.27,1.48887,-55.8228,21,109.43,43.7231,6.00883,-0.114502,13.2155,-0.0743533,98.5267,100,13.2832,35.7,111.723
16,1782953637,boost,normal,7911.46,1.52759,-79.5304,21,112.346,42.957,6.00883,-0.127174,13.5064,-0.0825164,98.0284,100,13.9726,35.7,111.542
16,1782953653,boost,normal,7983.89,1.47966,-151.842,21,122.811,42.5855,6.00883,-0.122615,13.5003,-0.0387132,97.8454,97.5,14.4089,35.7,111.334
